service,description,url,phone,url_phone,address,action
"All Ahead Title Agency, LLC","All Ahead Title Agency is located at 46 Highway 36, Keyport, New Jersey 07735. Their hours of operation are Monday to Friday, 8:30 AM to 5 PM. The agency specializes in escrow services, title insurance, and short sale negotiations for both residential and commercial real estate transactions. They offer flexible closing options, including weekend services. Assistance is available for real estate agents, mortgage bankers, attorneys, and home buyers. For inquiries, they can be reached at (732) 383-5287.",https://www.allaheadtitle.com/,7323835287,https://www.allaheadtitle.com/contact,"46 Highway 36, Keyport, New Jersey 07735",Call to request a title quote at 732-383-5287.
Aging & Disability Resource Connection,"The Aging and Disability Resource Connection (ADRC) in New Jersey provides resources and services for older adults, individuals with disabilities, and caregivers. It operates statewide and offers various programs, including support for Medicare, help with food assistance, and online classes for community engagement. 

Location: Department of Human Services, 222 South Warren Street, PO Box 700, Trenton, NJ 08625-0700. 

Hours: Not specified.

Requirements: Access to services may depend on eligibility for programs like Medicare, SNAP, and NJ FamilyCare. Users can contact local agencies or call 1-877-222-3737 for assistance.",https://www.adrcnj.org/,18772223737,https://www.adrcnj.org/,"222 South Warren Street  
PO Box 700  
Trenton, NJ  08625-0700","Subscribe to the e-newsletter for updates on programs for older adults, adults with disabilities, and caregivers."
All Care Foot & Ankle Podiatrist,"AllCare Foot & Ankle Podiatrist is located at 1803 NJ-35, Oakhurst, NJ 07755. The clinic offers a range of podiatry services with Dr. Allison Cheney and has a high rating of 4.8 based on 57 reviews. Patients can book appointments online, with services for both new and returning patients available. New patient visits last about 20 minutes, and patients are required to email their insurance information before their visit. Exact hours of operation were not specified on the website.",https://booksy.com/en-us/682019_allcare-foot-ankle-podiatrist-dr-allison-cheney_health-fitness_28681_oakhurst,,,"1803 NJ-35, Oakhurst, 07755",Book an appointment online with Dr. Allison Cheney.
All in a Day Medical Day Care Center,"All In A Day Adult Daycare is located at 104 Pension Rd, Manalapan Township, NJ. It operates as a DDD Licensed Adult Day Habilitation Program focused on providing medical care and support for individuals with special needs. The facility emphasizes compassionate care and community engagement, offering a nurturing environment with various activities. For more information or to schedule a tour, you can contact them at (732) 792-2273 or via email at admin@alldayadultcare.com. Specific hours of operation are not listed on the website.",https://www.allinadayadultdaycare.com/,7327922273,https://healthapps.nj.gov/facilities/fsFacilityDetails.aspx?item=NJ556215,"104 Pension Rd, Manalapan Township, NJ, USA",Schedule a tour of All In A Day Adult Daycare.
All Things Purposeful Suicide Prevention and Greif Recovery Services,"iCALL is a free psychological helpline offering telephone and email-based counseling services. It operates from Monday to Saturday, between 10:00 am and 8:00 pm. Individuals can reach out for support at 9152987821 or via email at icall@tiss.edu, with responses provided within 24 hours. The service is open to all, regardless of age, gender, language, or issues faced, and focuses on ensuring anonymity and providing empathetic support from trained mental health professionals.",http://icallhelpline.org/,9152987821,http://icallhelpline.org/,"Tata Institute of Social Sciences, Mumbai, India.",Call iCALL at 9152987821 for free counseling services.
All Guard Auto Insurance Inc.,"All Guard Auto Insurance, Inc. offers various insurance coverage options including auto, boat, business, contractors, healthcare, homeowners, motorcycle, and renters insurance. For more information or to inquire about their services, you can contact them through their website. The location and hours of operation are not specified on the site. No specific requirements are mentioned for their services.",https://allguardinsurance.weebly.com/,7329888888,https://www.progressiveagent.com/local-agent/new-jersey/neptune-city/all-guard-auto-insurance-inc/,,Get a quote for auto insurance coverage.
Allied Home Mtg Capital Corporation,"Allied Mortgage Group provides various loan solutions for home purchases and refinancing. They aim to simplify the mortgage process for borrowers with a focus on customer satisfaction and support. While specific location details are not provided, they service clients across multiple states in the U.S. Customers can call their customer service line at 877-448-2745 for inquiries and assistance. Pre-qualification is available to enhance the chances of securing a home. Interested borrowers should be prepared to provide personal information for loan inquiries. Hours of operation are not explicitly mentioned on the site.",https://www.alliedmg.com/,7324248404,https://www.yelp.com/biz/allied-home-mortgage-capital-corporation-south-plainfield,,Get pre-qualified for a loan today.
Alternatives,,,,,,
Allied Wealth Partners Special Needs Division,"Allied Wealth Partners offers specialized financial planning services for special needs families, focusing on creating tailored trusts, future care plans, and maximizing government benefits. Their experienced team provides empathetic guidance through the financial planning process.

**Location:**  
Headquarters at 14 Walsh Drive, Suite 100, Parsippany, NJ 07054, with additional offices in Jersey City, Manasquan, Martinsville, Morristown, New York, Uniondale, and Connecticut.

**Contact Hours:**  
Office phone: 973-299-9222

**Requirements:**  
Families are encouraged to consult with their special needs professionals to assess unique financial situations. An appointment can be scheduled by contacting Daniel Irizarry or Mary Conover.",https://www.alliedwealthpartners.com/special-needs-families,9732999222,https://www.alliedwealthpartners.com/contact,"14 Walsh Drive, Suite 100, Parsippany, NJ 07054",Speak with a Special Needs Professional to schedule an appointment.
Alpha III (Straight & Narrow),"Alpha 3, located at 508 Straight Street, Paterson, NJ 07503, is part of Catholic Charities, Diocese of Paterson. It provides treatment programs for pregnant women and women with children who are Work First participants and have open DCPP cases. Eligible women, including those on medically assisted treatment or detoxification, receive intensified treatment, educational resources on child development and parenting, and assistance in obtaining medical benefits, TANF, WIC, and SNAP benefits. 

For inquiries, contact them at (973) 345-6000 ext. 6229. Specific hours of operation were not mentioned on the website.",https://ccpaterson.org/alpha-3-paterson-1,,,"508 Straight Street, Paterson, NJ 07503",Contact the Alpha 3 program at (973) 345-6000 ext. 6229 for more information or assistance.
